"aspectId","aspectName","aspectDescription","relationType","memberAspects","dataType","scoreMethod","choice","score","criteria","depth","level","parentAspectId"
"Q1166","GI.SAP11.118","114. In practice, professional criteria are followed in selecting state-level judges.","self","","SingleChoice","raw","75","75.0",,"143","4","C354"
"Q1166","GI.SAP11.118","114. In practice, professional criteria are followed in selecting state-level judges.","self","","SingleChoice","raw","50","50.0","Most state-level judges selected meet these qualifications, with some exceptions.","143","4","C354"
"Q1166","GI.SAP11.118","114. In practice, professional criteria are followed in selecting state-level judges.","self","","SingleChoice","raw","25","25.0",,"143","4","C354"
"Q1166","GI.SAP11.118","114. In practice, professional criteria are followed in selecting state-level judges.","self","","SingleChoice","raw","0","0.0","State-level judges are often unqualified due to lack of training or experience.","143","4","C354"
"Q1165","GI.SAP11.119","115. In law, there is a confirmation process for state-level judges (i.e. conducted by the legislature or an independent body).","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there is a formal process establishing a review of state-level judicial nominees by an agency or entity independent from the body appointing the judges.  A YES score is also earned if state-level judges are competitively elected.","144","4","C354"
"Q1165","GI.SAP11.119","115. In law, there is a confirmation process for state-level judges (i.e. conducted by the legislature or an independent body).","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there is no formal review. A NO score is also earned if the review is conducted by the same body that appoints the judges (such as the governor approving judicial nominees put forward by the attorney general, both of whom are part of the executive branch).","144","4","C354"
"C355","Category 355","5.2. Can members of the judiciary be held accountable for their actions?","contains","Q1167|Q1168|Q1169|Q1170|Q1171|Q1172|Q1173|Q1174|Q1175|Q1176|Q1177|Q1178|Q1179|Q1180|Q1181|Q1182","Float","mean","","","","145","3","C353"
"Q1167","GI.SAP11.113","116. In law, judges are prohibited from the personal use of campaign contributions.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there are regulations that explicitly prohibit the use of campaign contributions for personal ends. A YES score is also earned if judges are appointed.","146","4","C355"
"Q1167","GI.SAP11.113","116. In law, judges are prohibited from the personal use of campaign contributions.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such regulations exist.","146","4","C355"
"Q1168","GI.SAP11.114","117. In practice, the regulations preventing judges from using campaign contributions for personal purposes are effective.","self","","SingleChoice","raw","100","100.0","The regulations preventing judges from using campaign contributions for personal purposes are regularly enforced, or judges are nominated/appointed by a state governmental body.","147","4","C355"
"Q1168","GI.SAP11.114","117. In practice, the regulations preventing judges from using campaign contributions for personal purposes are effective.","self","","SingleChoice","raw","75","75.0",,"147","4","C355"
"Q1168","GI.SAP11.114","117. In practice, the regulations preventing judges from using campaign contributions for personal purposes are effective.","self","","SingleChoice","raw","50","50.0","The regulations preventing judges from using campaign contributions for personal purposes are generally applied though exceptions exist. Some judges are known to use campaign contributions for private purposes.","147","4","C355"
"Q1168","GI.SAP11.114","117. In practice, the regulations preventing judges from using campaign contributions for personal purposes are effective.","self","","SingleChoice","raw","25","25.0",,"147","4","C355"
"Q1168","GI.SAP11.114","117. In practice, the regulations preventing judges from using campaign contributions for personal purposes are effective.","self","","SingleChoice","raw","0","0.0","The regulations preventing judges from using campaign contributions for personal purposes are rarely or never enforced. Most judges are known to routinely use campaign contributions for private purposes.","147","4","C355"
